200,-1,-2,200,3.212469,1.601862,0.0,53.12323,53.12323
203,0,-4,203,15.142603,8.682964,4.692125,58.720232,58.720232
202,0,-7,202,15.647617,10.394198,5.615725,183.774119,183.774119
192,-3,-8,192,7.662933,1.571353,-6.366315,50.939308,50.939308
190,-4,-10,190,11.317295,13.037816,7.658427,140.080028,140.080028
186,-6,-11,186,11.872968,11.010098,4.737627,157.954299,157.954299
184,-7,-11,184,13.64898,12.661536,8.428675,175.26078,175.26078
181,-8,-13,181,6.837492,3.880953,-8.396749,44.372088,44.372088
188,-5,-3,188,17.407897,12.412035,8.733333,168.836171,168.836171
218,4,-4,218,13.847023,8.213042,3.487972,83.762659,83.762659
241,9,-2,241,15.8778,12.030299,8.729637,149.631566,149.631566
247,11,-4,247,16.590689,12.383024,8.733333,155.38117,155.38117
260,15,-18,260,11.753847,12.448921,8.479086,155.996773,155.996773
268,18,-17,268,10.167555,12.853087,6.590988,151.428968,151.428968
257,14,-17,257,16.830014,10.57553,6.354585,157.494472,157.494472
258,14,-13,258,13.567938,11.636219,5.658191,168.967474,168.967474
262,16,-12,262,3.792039,2.617415,0.0,39.592136,39.592136
287,22,-15,287,9.63157,4.5763,-1.489528,60.162669,60.162669
264,16,5,264,8.788292,3.940704,-5.394397,48.276782,48.276782
277,19,10,277,16.496351,11.410411,8.560933,155.991029,155.991029
281,20,9,281,7.077159,3.411491,-8.044661,30.16879,30.16879
276,19,7,276,18.41511,10.533053,6.176724,162.26819,162.26819
197,-1,-17,197,12.73449,9.170609,1.804867,68.230767,68.230767
234,8,-9,234,12.728331,11.039033,4.954955,158.25225,158.25225
198,-1,-13,198,5.747034,2.905759,-8.628533,46.202053,46.202053
214,3,-7,214,5.018454,3.399931,-8.521666,46.093177,46.093177
199,-1,-10,199,10.664471,2.715859,-4.629694,54.421333,54.421333
174,-12,-3,174,19.433498,11.937273,8.724409,153.30887,153.30887
178,-10,-10,178,20.322844,12.497981,8.733333,168.540428,168.540428
183,-7,-13,183,17.344381,12.059072,8.733333,149.153015,149.153015
213,3,-13,213,19.191353,8.244475,4.666667,63.726773,63.726773
207,1,-17,207,12.660097,13.199028,8.472815,163.082994,163.082994
191,-3,-16,191,6.992401,3.113597,-8.586707,35.06981,35.06981
167,-14,-10,167,12.746751,4.145362,-0.855434,37.768785,37.768785
168,-14,-9,168,19.194121,6.9935,4.666753,86.223939,86.223939
119,-34,-20,119,15.860908,10.985549,8.614897,148.312772,148.312772
100,-38,-20,100,19.255294,10.730913,7.061195,150.479318,150.479318
94,-39,-20,94,15.308895,10.171164,4.963855,148.534924,148.534924
86,-41,-19,86,0.268582,0.513716,0.0,28.011359,28.011359
269,18,14,269,17.489833,13.944398,8.733333,154.063582,154.063582
284,21,15,284,7.139369,3.336213,-7.754319,50.712476,50.712476
283,21,13,283,11.286912,1.943027,-4.466705,49.013363,49.013363
259,14,13,259,9.311841,3.959401,-5.388882,41.924965,41.924965
252,13,12,252,6.337794,2.070038,-8.681331,63.140155,63.140155
248,11,12,248,22.0,11.802657,8.681083,155.765712,155.765712
236,8,12,236,7.380193,3.100633,-7.003344,42.10037,42.10037
225,6,11,225,6.535499,1.79615,-8.667973,42.397491,42.397491
235,8,8,235,4.48171,0.503113,0.0,59.702013,59.702013
263,16,0,263,10.221673,8.180258,-0.0,79.624668,79.624668
240,9,-15,240,17.285118,8.425485,4.666667,66.783744,66.783744
250,12,11,250,11.786338,9.034122,-0.0,65.173239,65.173239
179,-9,30,179,5.655051,3.308623,-8.543215,37.763689,37.763689
