109,-44,1,17.407897,12.412035,8.733333,168.836171,21.191128
59,-45,-18,14.410496,8.826555,4.087614,60.893328,15.769451
60,-44,-18,10.664471,2.715859,-4.629694,54.421333,12.247547
62,-41,-16,15.142603,8.682964,4.692125,58.720232,14.711614
63,-40,-18,2.871448,2.688055,0.0,29.079066,13.598841
64,-39,-18,19.191353,8.244475,4.666667,63.726773,14.614737
80,-38,-3,9.831134,7.546451,-0.0,73.111617,17.974707
66,-35,-17,8.841845,4.858593,-0.553774,44.451139,11.431037
82,-29,-2,12.860408,10.30719,2.969067,79.421156,15.563499
81,-30,-6,10.123368,8.879677,-0.0,77.730495,16.503744
84,-23,-5,12.137933,6.323999,0.615687,70.460645,16.012553
85,-22,-2,14.915804,8.905569,0.733333,67.994829,13.857434
68,-33,-17,4.48171,0.503113,0.0,59.702013,6.74329
67,-33,-19,4.085124,3.449378,0.0,56.287365,8.304987
5,-45,-27,15.8778,12.030299,8.729637,149.631566,19.583654
11,-43,-27,20.909312,12.54087,8.733333,175.105824,20.851105
61,-41,-23,3.212469,1.601862,0.0,53.12323,10.699467
15,-42,-28,20.569537,9.666642,4.722727,29.693005,2.632858
10,-43,-29,22.0,11.802657,8.681083,155.765712,22.0
14,-42,-30,15.715753,6.385933,4.714873,156.344523,0.394248
18,-41,-30,14.319811,13.460013,8.554428,161.806641,22.0
23,-39,-26,18.700333,12.277799,8.733333,166.477552,19.70798
19,-40,-25,6.998188,3.787346,-8.421849,42.616985,7.95752
65,-37,-21,12.920092,7.060465,2.155324,90.634596,16.779567
29,-36,-30,10.614103,2.744945,-4.646517,50.455401,7.099667
30,-35,-30,16.255938,13.030421,8.733333,90.274971,3.038649
34,-34,-27,19.992348,13.70006,8.733333,63.620945,0.067995
33,-34,-29,6.884444,2.882202,-8.632896,54.104826,10.048893
1,-46,-39,15.614816,12.171586,8.716789,180.107718,22.0
4,-45,-43,12.728331,11.039033,4.954955,158.25225,19.982589
0,-46,-43,19.968569,12.646971,8.733333,153.064046,20.65927
3,-45,-44,19.491712,12.477227,8.733333,162.877215,21.379534
2,-45,-45,6.535499,1.79615,-8.667973,42.397491,8.210136
6,-44,-45,17.006515,10.430685,5.761563,161.021077,19.875182
8,-43,-43,22.0,12.673699,8.733333,177.710196,22.0
7,-44,-37,14.492657,11.061753,7.210573,150.573337,20.426554
9,-43,-37,16.590689,12.383024,8.733333,155.38117,22.0
17,-41,-37,17.489833,13.944398,8.733333,154.063582,20.904236
13,-42,-38,19.659728,10.250449,5.138845,176.877788,3.517115
16,-41,-40,10.167555,12.853087,6.590988,151.428968,19.839355
12,-42,-46,6.529752,2.76614,-8.653608,39.067497,6.919771
20,-39,-44,18.308132,11.061699,8.724641,163.656172,19.468735
21,-39,-43,7.077159,3.411491,-8.044661,30.16879,8.55111
24,-38,-45,12.064113,11.827086,6.59829,155.853411,22.0
35,-33,-42,9.613316,3.137025,-5.016304,45.458411,10.705794
