102,-46,16,7.574387,6.796732,-0.0,88.099721,15.636219
103,-46,27,5.860461,3.747734,-8.432975,48.97467,6.964802
104,-46,28,12.746751,4.145362,-0.855434,37.768785,8.707429
108,-45,33,17.34343,13.110424,8.733333,157.172363,19.868143
105,-46,38,8.410331,6.471207,-0.0,142.331341,13.813892
106,-46,39,19.007339,12.120501,8.733333,157.488307,22.0
107,-46,41,15.806927,10.877688,7.865201,160.963929,20.658996
114,-43,37,18.778502,13.082241,8.733333,164.901592,18.497322
113,-43,33,5.920527,8.022608,-0.0,62.745722,16.555139
112,-44,21,15.059933,9.412233,4.696813,68.269677,15.436031
111,-44,20,18.007474,11.786733,8.673856,163.925753,18.102608
110,-44,16,13.074266,7.881066,0.737126,60.618858,14.787623
92,-7,-1,11.580443,7.973074,-0.0,84.90773,15.763964
192,-6,1,7.264627,2.39547,-7.40066,33.81268,6.40514
176,-10,1,8.223078,3.428623,-5.663127,50.953577,3.084003
131,-36,1,21.658741,12.886377,8.733333,156.137653,16.141076
120,-41,4,17.62586,12.046435,8.733333,151.902624,14.098593
115,-42,5,16.806672,11.84313,8.697298,149.468976,17.65223
116,-42,7,10.790897,12.652699,7.052666,152.221562,22.0
117,-42,12,16.082393,11.010437,8.732073,171.521658,20.185948
118,-42,20,17.312289,12.809972,8.733333,145.196948,15.085445
119,-42,30,13.919479,12.400738,8.481973,158.831157,21.562607
121,-41,37,3.831301,1.763877,0.0,46.320168,7.438742
122,-41,45,11.906483,5.012446,-0.0,86.795956,12.351801
126,-40,42,8.886429,3.82607,-5.423772,57.615507,4.500005
125,-40,12,14.078645,11.485118,6.394478,143.066563,15.616916
124,-40,10,12.687214,12.272228,8.468529,124.984706,9.631009
123,-40,9,10.547562,9.665497,-0.0,102.033311,15.700175
128,-37,24,10.545686,7.540925,-0.0,71.552663,16.948567
129,-37,37,7.772617,7.154056,-0.0,74.944574,15.410411
127,-38,42,16.647596,12.405493,8.733333,164.359442,20.472257
130,-37,42,18.538411,11.407344,8.562977,152.254869,16.307198
133,-35,47,14.094005,11.937861,7.497105,160.255544,14.403431
132,-36,23,6.56836,2.708137,-8.663115,44.362169,2.493084
134,-34,30,15.945527,12.263206,8.731688,147.712084,6.165062
135,-34,34,15.909136,4.32106,1.120784,73.981629,20.081207
136,-32,36,4.069689,3.563167,0.0,47.495177,6.433249
139,-31,34,3.928759,2.484731,0.0,116.928261,15.48732
138,-31,25,5.39179,2.177707,-8.725196,52.98887,8.142414
137,-31,24,21.407085,11.731817,8.646864,158.875633,19.337319
142,-29,30,19.194121,6.9935,4.666753,86.223939,14.902132
140,-30,33,7.914512,2.42999,-5.981207,51.01102,10.592448
143,-29,38,14.417958,12.095142,8.570826,156.798038,22.0
141,-30,41,13.64898,12.661536,8.428675,175.26078,21.744555
144,-29,42,-1.359721,1.164141,0.0,38.427987,10.14063
151,-27,45,14.147266,7.222301,3.815,89.608252,15.78683
147,-28,46,12.661543,7.955163,0.666667,80.170498,12.79403
149,-28,41,15.562313,7.956416,4.674038,72.892649,14.879745
