93,-1,-5,14.915804,8.905569,0.733333,67.994829,13.857434
302,44,-4,11.872968,11.010098,4.737627,157.954299,18.471257
305,46,-6,5.018454,3.399931,-8.521666,46.093177,8.106438
292,41,-3,5.022027,2.948929,-8.620209,102.281788,13.361478
280,32,-7,14.75968,13.197771,8.623834,137.984781,18.268749
266,27,-5,18.160525,12.194551,8.733333,161.172706,19.982677
278,31,-8,6.837492,3.880953,-8.396749,44.372088,6.685576
258,25,-7,6.037013,1.530605,-8.699018,41.269293,11.086559
218,7,-3,15.874798,11.714314,8.637468,167.448997,19.723361
228,12,-5,9.655288,3.664734,-5.154789,40.749415,4.870675
246,19,-10,8.139177,6.423795,-0.0,108.934128,14.587328
275,30,-14,18.576964,11.910378,8.718312,140.352476,19.441566
230,13,-7,13.224837,11.207052,5.28139,147.631816,21.283601
226,10,-8,9.666871,8.600292,-0.0,75.743683,16.059571
200,0,-12,15.006489,12.266408,8.657195,149.17498,1.498958
101,0,-29,9.54022,6.64402,-0.0,84.164968,15.148296
205,2,-46,15.013702,12.975841,8.658065,155.770805,12.914914
232,14,-45,18.626362,12.067454,8.733333,157.808113,20.137731
236,15,-45,8.689108,10.449486,3.297576,162.146864,22.0
240,17,-44,9.509774,6.638485,-0.0,90.485808,15.588749
237,15,-44,0.255045,2.726953,0.0,37.481053,11.038406
238,15,-43,10.25314,8.919867,-0.0,79.977732,16.409334
233,14,-44,10.437332,2.248105,-4.666957,55.128019,3.217449
206,3,-44,14.175861,13.233297,8.529158,171.393063,22.0
204,1,-43,10.428418,7.77308,-0.0,75.226173,14.730913
207,3,-41,13.700964,11.808332,6.143308,173.395546,22.0
211,5,-42,7.160145,7.107339,-0.0,99.443978,16.801704
234,14,-42,16.736375,11.500035,8.496801,153.053947,22.0
235,14,-41,19.312186,13.053305,8.733333,176.74216,18.875011
239,15,-42,17.344381,12.059072,8.733333,149.153015,16.285497
241,17,-42,5.747034,2.905759,-8.628533,46.202053,13.23877
243,18,-41,1.089194,2.691358,0.0,62.782559,10.639031
244,18,-40,7.662933,1.571353,-6.366315,50.939308,4.33222
242,17,-40,15.328626,12.439411,8.692953,143.741967,22.0
231,13,-40,10.496912,2.979142,-4.705951,23.139784,8.949501
213,6,-39,12.755175,11.251123,5.073943,161.249882,17.153478
214,7,-38,15.860908,10.985549,8.614897,148.312772,20.286679
220,9,-37,17.799856,12.306158,8.733333,151.695315,15.770625
252,23,-38,12.731722,1.137814,-4.397289,104.927469,16.68028
256,24,-37,9.372223,7.103554,-0.0,74.314304,16.405493
290,38,-38,7.819712,4.516267,-1.740804,51.293346,8.330657
303,46,-35,18.316035,10.481187,5.963657,4.726493,10.391063
300,44,-34,5.044648,2.095346,-8.729488,49.12796,4.288641
298,43,-34,19.739978,10.668237,6.763737,183.005182,7.543151
301,44,-26,13.413882,7.270753,2.953129,84.966844,15.500035
291,40,-32,16.145288,8.566696,4.666667,97.382449,15.865521
289,40,-33,10.428418,7.77308,-0.0,75.226173,14.730913
304,46,-18,9.436585,6.617379,-0.0,75.697938,14.828644
299,43,-19,20.655182,12.910897,8.733333,169.239313,22.0
293,42,-18,11.839704,12.836634,8.588783,155.494014,15.203091
294,42,-13,4.051338,3.357179,0.0,191.469056,15.45566
295,42,-12,5.0,0.336205,-8.733333,69.275021,17.153078
296,42,-11,12.008128,12.639517,8.566751,156.823718,16.494481
297,42,-9,11.83974,8.32684,-0.0,90.822406,16.383024
281,32,-19,10.514001,6.434231,-0.0,70.058164,16.754809
279,32,-28,11.450224,8.064517,-0.0,86.473809,14.584227
286,36,-28,15.759182,12.387255,8.724978,134.292578,5.736002
284,35,-27,17.709122,0.178531,-4.333333,137.559217,14.694155
282,33,-28,17.501558,11.494457,8.501058,159.08461,21.37205
287,36,-21,19.433498,11.937273,8.724409,153.30887,18.679985
288,36,-20,10.523847,8.149809,-0.0,80.931088,15.047364
285,35,-13,19.108397,9.573656,4.709501,109.78867,12.621829
272,29,-35,12.350497,11.636742,5.764091,153.281976,19.995643
215,7,-34,3.119136,3.274837,0.0,38.333008,11.973156
212,6,-35,17.679961,11.134185,8.705093,150.308596,22.0
261,27,-32,12.260151,14.789081,8.531935,163.891457,19.615914
262,27,-31,11.878943,9.672313,-0.0,90.671834,16.926095
253,23,-30,14.628765,5.145087,4.311296,63.546649,17.554147
249,22,-30,17.376221,12.942377,8.733333,161.809981,22.0
221,9,-31,20.322844,12.497981,8.733333,168.540428,13.772952
222,9,-30,17.963611,11.613765,8.576968,159.531206,21.384392
216,7,-31,9.570188,6.685276,-0.0,73.638718,15.837498
209,5,-29,14.674379,7.451991,4.358461,145.99551,15.178772
227,12,-28,17.475184,12.173247,8.733333,165.40364,15.982393
263,27,-28,13.993221,6.584227,3.649101,94.600132,14.57553
273,30,-29,18.964873,11.802657,8.681083,147.343636,19.461312
276,31,-29,12.425112,2.495414,-4.386572,53.185514,9.624003
269,28,-27,19.405529,12.54087,8.733333,171.933072,21.248626
245,19,-27,19.426052,6.640174,4.685234,95.215944,11.909787
