126,-32,0,16.806672,11.84313,8.697298,149.468976,17.65223
0,-64,8,22.0,11.714314,8.637468,161.283403,12.174695
1,-64,19,14.252502,11.729035,6.713099,185.383493,19.735575
7,-62,35,7.055075,3.164404,-8.253031,34.483677,11.088097
5,-63,29,10.123368,8.879677,-0.0,77.730495,16.503744
4,-63,21,15.099512,10.87167,7.767083,161.092479,18.552006
3,-63,20,14.929599,12.32684,8.647173,175.65084,16.70574
6,-62,15,10.038458,11.796857,6.421133,168.327706,17.9552
2,-63,13,15.20922,11.347229,8.601702,167.90702,20.90842
10,-61,10,14.980478,3.857733,-4.412545,40.53005,8.338834
13,-60,23,21.715908,14.138502,8.733333,161.685075,18.828758
11,-61,33,16.027535,12.727572,8.733333,148.439989,22.0
16,-59,35,16.933462,11.428227,8.548801,164.363754,19.202361
19,-58,7,5.608355,3.192182,-8.569566,53.154885,12.373903
